purchase_id,customer_id,preferred_shopping_platform,sports_equipment_spending_per_month,previous_cricket_gear_purchases,average_order_value,preferred_product_category,purchase_frequency_per_year,discount_sensitivity,cart_abandonment_rate,payment_method_preference,brand_loyalty_level,likely_to_buy_cricket_kit
PUR002841,CUST2841,Amazon,4480,5,5580,Bats,4,Medium,0.21,UPI,Medium,Yes
PUR002842,CUST2842,Flipkart,2940,2,3440,Jerseys,2,High,0.54,Debit Card,Low,No
PUR002843,CUST2843,Brand Website,7980,10,10180,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR002844,CUST2844,Local Store,2110,1,2360,Accessories,1,Medium,0.35,Cash on Delivery,Low,No
PUR002845,CUST2845,Amazon,5360,6,6660,Shoes,5,Medium,0.19,UPI,Medium,Yes
PUR002846,CUST2846,Brand Website,7360,9,9260,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002847,CUST2847,Flipkart,3450,3,4150,Gloves,3,High,0.47,Debit Card,Medium,No
PUR002848,CUST2848,Amazon,4700,5,5900,Bats,4,Medium,0.20,UPI,Medium,Yes
PUR002849,CUST2849,Local Store,2320,1,2620,Accessories,1,High,0.58,Cash on Delivery,Low,No
PUR002850,CUST2850,Brand Website,6920,8,8720,Full Kits,6,Low,0.07,Credit Card,High,Yes
PUR002851,CUST2851,Amazon,4330,4,5430,Shoes,4,Medium,0.24,UPI,Medium,Yes
PUR002852,CUST2852,Flipkart,2880,2,3380,Jerseys,2,High,0.50,Debit Card,Low,No
PUR002853,CUST2853,Brand Website,8330,10,10530,Full Kits,8,Low,0.05,Credit Card,High,Yes
PUR002854,CUST2854,Local Store,2150,1,2450,Accessories,1,Medium,0.37,Cash on Delivery,Low,No
PUR002855,CUST2855,Amazon,5550,6,6850,Bats,5,Medium,0.16,UPI,Medium,Yes
PUR002856,CUST2856,Brand Website,7610,9,9510,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002857,CUST2857,Flipkart,3310,3,4010,Gloves,3,High,0.44,Debit Card,Medium,No
PUR002858,CUST2858,Amazon,4910,5,6110,Shoes,4,Medium,0.22,UPI,Medium,Yes
PUR002859,CUST2859,Local Store,2430,1,2730,Accessories,1,High,0.61,Cash on Delivery,Low,No
PUR002860,CUST2860,Brand Website,6760,8,8560,Full Kits,6,Low,0.09,Credit Card,High,Yes
PUR002861,CUST2861,Amazon,4490,5,5590,Bats,4,Medium,0.21,UPI,Medium,Yes
PUR002862,CUST2862,Flipkart,2950,2,3450,Jerseys,2,High,0.54,Debit Card,Low,No
PUR002863,CUST2863,Brand Website,7990,10,10190,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR002864,CUST2864,Local Store,2120,1,2370,Accessories,1,Medium,0.35,Cash on Delivery,Low,No
PUR002865,CUST2865,Amazon,5370,6,6670,Shoes,5,Medium,0.19,UPI,Medium,Yes
PUR002866,CUST2866,Brand Website,7370,9,9270,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002867,CUST2867,Flipkart,3460,3,4160,Gloves,3,High,0.47,Debit Card,Medium,No
PUR002868,CUST2868,Amazon,4710,5,5910,Bats,4,Medium,0.20,UPI,Medium,Yes
PUR002869,CUST2869,Local Store,2330,1,2630,Accessories,1,High,0.58,Cash on Delivery,Low,No
PUR002870,CUST2870,Brand Website,6930,8,8730,Full Kits,6,Low,0.07,Credit Card,High,Yes
PUR002871,CUST2871,Amazon,4340,4,5440,Shoes,4,Medium,0.24,UPI,Medium,Yes
PUR002872,CUST2872,Flipkart,2890,2,3390,Jerseys,2,High,0.50,Debit Card,Low,No
PUR002873,CUST2873,Brand Website,8340,10,10540,Full Kits,8,Low,0.05,Credit Card,High,Yes
PUR002874,CUST2874,Local Store,2160,1,2460,Accessories,1,Medium,0.37,Cash on Delivery,Low,No
PUR002875,CUST2875,Amazon,5560,6,6860,Bats,5,Medium,0.16,UPI,Medium,Yes
PUR002876,CUST2876,Brand Website,7620,9,9520,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002877,CUST2877,Flipkart,3320,3,4020,Gloves,3,High,0.44,Debit Card,Medium,No
PUR002878,CUST2878,Amazon,4920,5,6120,Shoes,4,Medium,0.22,UPI,Medium,Yes
PUR002879,CUST2879,Local Store,2440,1,2740,Accessories,1,High,0.61,Cash on Delivery,Low,No
PUR002880,CUST2880,Brand Website,6770,8,8570,Full Kits,6,Low,0.09,Credit Card,High,Yes
PUR002881,CUST2881,Amazon,4500,5,5600,Bats,4,Medium,0.21,UPI,Medium,Yes
PUR002882,CUST2882,Flipkart,2960,2,3460,Jerseys,2,High,0.54,Debit Card,Low,No
PUR002883,CUST2883,Brand Website,8000,10,10200,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR002884,CUST2884,Local Store,2130,1,2380,Accessories,1,Medium,0.35,Cash on Delivery,Low,No
PUR002885,CUST2885,Amazon,5380,6,6680,Shoes,5,Medium,0.19,UPI,Medium,Yes
PUR002886,CUST2886,Brand Website,7380,9,9280,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002887,CUST2887,Flipkart,3470,3,4170,Gloves,3,High,0.47,Debit Card,Medium,No
PUR002888,CUST2888,Amazon,4720,5,5920,Bats,4,Medium,0.20,UPI,Medium,Yes
PUR002889,CUST2889,Local Store,2340,1,2640,Accessories,1,High,0.58,Cash on Delivery,Low,No
PUR002890,CUST2890,Brand Website,6940,8,8740,Full Kits,6,Low,0.07,Credit Card,High,Yes
PUR002891,CUST2891,Amazon,4350,4,5450,Shoes,4,Medium,0.24,UPI,Medium,Yes
PUR002892,CUST2892,Flipkart,2900,2,3400,Jerseys,2,High,0.50,Debit Card,Low,No
PUR002893,CUST2893,Brand Website,8350,10,10550,Full Kits,8,Low,0.05,Credit Card,High,Yes
PUR002894,CUST2894,Local Store,2170,1,2470,Accessories,1,Medium,0.37,Cash on Delivery,Low,No
PUR002895,CUST2895,Amazon,5570,6,6870,Bats,5,Medium,0.16,UPI,Medium,Yes
PUR002896,CUST2896,Brand Website,7630,9,9530,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002897,CUST2897,Flipkart,3330,3,4030,Gloves,3,High,0.44,Debit Card,Medium,No
PUR002898,CUST2898,Amazon,4930,5,6130,Shoes,4,Medium,0.22,UPI,Medium,Yes
PUR002899,CUST2899,Local Store,2450,1,2750,Accessories,1,High,0.61,Cash on Delivery,Low,No
PUR002900,CUST2900,Brand Website,6780,8,8580,Full Kits,6,Low,0.09,Credit Card,High,Yes
PUR002901,CUST2901,Amazon,4510,5,5610,Bats,4,Medium,0.21,UPI,Medium,Yes
PUR002902,CUST2902,Flipkart,2970,2,3470,Jerseys,2,High,0.54,Debit Card,Low,No
PUR002903,CUST2903,Brand Website,8010,10,10210,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR002904,CUST2904,Local Store,2140,1,2390,Accessories,1,Medium,0.35,Cash on Delivery,Low,No
PUR002905,CUST2905,Amazon,5390,6,6690,Shoes,5,Medium,0.19,UPI,Medium,Yes
PUR002906,CUST2906,Brand Website,7390,9,9290,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002907,CUST2907,Flipkart,3480,3,4180,Gloves,3,High,0.47,Debit Card,Medium,No
PUR002908,CUST2908,Amazon,4730,5,5930,Bats,4,Medium,0.20,UPI,Medium,Yes
PUR002909,CUST2909,Local Store,2350,1,2650,Accessories,1,High,0.58,Cash on Delivery,Low,No
PUR002910,CUST2910,Brand Website,6950,8,8750,Full Kits,6,Low,0.07,Credit Card,High,Yes
PUR002911,CUST2911,Amazon,4360,4,5460,Shoes,4,Medium,0.24,UPI,Medium,Yes
PUR002912,CUST2912,Flipkart,2910,2,3410,Jerseys,2,High,0.50,Debit Card,Low,No
PUR002913,CUST2913,Brand Website,8360,10,10560,Full Kits,8,Low,0.05,Credit Card,High,Yes
PUR002914,CUST2914,Local Store,2180,1,2480,Accessories,1,Medium,0.37,Cash on Delivery,Low,No
PUR002915,CUST2915,Amazon,5580,6,6880,Bats,5,Medium,0.16,UPI,Medium,Yes
PUR002916,CUST2916,Brand Website,7640,9,9540,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002917,CUST2917,Flipkart,3340,3,4040,Gloves,3,High,0.44,Debit Card,Medium,No
PUR002918,CUST2918,Amazon,4940,5,6140,Shoes,4,Medium,0.22,UPI,Medium,Yes
PUR002919,CUST2919,Local Store,2460,1,2760,Accessories,1,High,0.61,Cash on Delivery,Low,No
PUR002920,CUST2920,Brand Website,6790,8,8590,Full Kits,6,Low,0.09,Credit Card,High,Yes
PUR002921,CUST2921,Amazon,4520,5,5620,Bats,4,Medium,0.21,UPI,Medium,Yes
PUR002922,CUST2922,Flipkart,2980,2,3480,Jerseys,2,High,0.54,Debit Card,Low,No
PUR002923,CUST2923,Brand Website,8020,10,10220,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR002924,CUST2924,Local Store,2150,1,2400,Accessories,1,Medium,0.35,Cash on Delivery,Low,No
PUR002925,CUST2925,Amazon,5400,6,6700,Shoes,5,Medium,0.19,UPI,Medium,Yes
PUR002926,CUST2926,Brand Website,7400,9,9300,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002927,CUST2927,Flipkart,3490,3,4190,Gloves,3,High,0.47,Debit Card,Medium,No
PUR002928,CUST2928,Amazon,4740,5,5940,Bats,4,Medium,0.20,UPI,Medium,Yes
PUR002929,CUST2929,Local Store,2360,1,2660,Accessories,1,High,0.58,Cash on Delivery,Low,No
PUR002930,CUST2930,Brand Website,6960,8,8760,Full Kits,6,Low,0.07,Credit Card,High,Yes
PUR002931,CUST2931,Amazon,4370,4,5470,Shoes,4,Medium,0.24,UPI,Medium,Yes
PUR002932,CUST2932,Flipkart,2920,2,3420,Jerseys,2,High,0.50,Debit Card,Low,No
PUR002933,CUST2933,Brand Website,8370,10,10570,Full Kits,8,Low,0.05,Credit Card,High,Yes
PUR002934,CUST2934,Local Store,2190,1,2490,Accessories,1,Medium,0.37,Cash on Delivery,Low,No
PUR002935,CUST2935,Amazon,5590,6,6890,Bats,5,Medium,0.16,UPI,Medium,Yes
PUR002936,CUST2936,Brand Website,7650,9,9550,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002937,CUST2937,Flipkart,3350,3,4050,Gloves,3,High,0.44,Debit Card,Medium,No
PUR002938,CUST2938,Amazon,4950,5,6150,Shoes,4,Medium,0.22,UPI,Medium,Yes
PUR002939,CUST2939,Local Store,2470,1,2770,Accessories,1,High,0.61,Cash on Delivery,Low,No
PUR002940,CUST2940,Brand Website,6800,8,8600,Full Kits,6,Low,0.09,Credit Card,High,Yes
PUR002941,CUST2941,Amazon,4530,5,5630,Bats,4,Medium,0.21,UPI,Medium,Yes
PUR002942,CUST2942,Flipkart,2990,2,3490,Jerseys,2,High,0.54,Debit Card,Low,No
PUR002943,CUST2943,Brand Website,8030,10,10230,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR002944,CUST2944,Local Store,2160,1,2410,Accessories,1,Medium,0.35,Cash on Delivery,Low,No
PUR002945,CUST2945,Amazon,5410,6,6710,Shoes,5,Medium,0.19,UPI,Medium,Yes
PUR002946,CUST2946,Brand Website,7410,9,9310,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002947,CUST2947,Flipkart,3500,3,4200,Gloves,3,High,0.47,Debit Card,Medium,No
PUR002948,CUST2948,Amazon,4750,5,5950,Bats,4,Medium,0.20,UPI,Medium,Yes
PUR002949,CUST2949,Local Store,2370,1,2670,Accessories,1,High,0.58,Cash on Delivery,Low,No
PUR002950,CUST2950,Brand Website,6970,8,8770,Full Kits,6,Low,0.07,Credit Card,High,Yes
PUR002951,CUST2951,Amazon,4380,4,5480,Shoes,4,Medium,0.24,UPI,Medium,Yes
PUR002952,CUST2952,Flipkart,2930,2,3430,Jerseys,2,High,0.50,Debit Card,Low,No
PUR002953,CUST2953,Brand Website,8380,10,10580,Full Kits,8,Low,0.05,Credit Card,High,Yes
PUR002954,CUST2954,Local Store,2200,1,2500,Accessories,1,Medium,0.37,Cash on Delivery,Low,No
PUR002955,CUST2955,Amazon,5600,6,6900,Bats,5,Medium,0.16,UPI,Medium,Yes
PUR002956,CUST2956,Brand Website,7660,9,9560,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002957,CUST2957,Flipkart,3360,3,4060,Gloves,3,High,0.44,Debit Card,Medium,No
PUR002958,CUST2958,Amazon,4960,5,6160,Shoes,4,Medium,0.22,UPI,Medium,Yes
PUR002959,CUST2959,Local Store,2480,1,2780,Accessories,1,High,0.61,Cash on Delivery,Low,No
PUR002960,CUST2960,Brand Website,6810,8,8610,Full Kits,6,Low,0.09,Credit Card,High,Yes
PUR002961,CUST2961,Amazon,4540,5,5640,Bats,4,Medium,0.21,UPI,Medium,Yes
PUR002962,CUST2962,Flipkart,3000,2,3500,Jerseys,2,High,0.54,Debit Card,Low,No
PUR002963,CUST2963,Brand Website,8040,10,10240,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR002964,CUST2964,Local Store,2170,1,2420,Accessories,1,Medium,0.35,Cash on Delivery,Low,No
PUR002965,CUST2965,Amazon,5420,6,6720,Shoes,5,Medium,0.19,UPI,Medium,Yes
PUR002966,CUST2966,Brand Website,7420,9,9320,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002967,CUST2967,Flipkart,3510,3,4210,Gloves,3,High,0.47,Debit Card,Medium,No
PUR002968,CUST2968,Amazon,4760,5,5960,Bats,4,Medium,0.20,UPI,Medium,Yes
PUR002969,CUST2969,Local Store,2380,1,2680,Accessories,1,High,0.58,Cash on Delivery,Low,No
PUR002970,CUST2970,Brand Website,6980,8,8780,Full Kits,6,Low,0.07,Credit Card,High,Yes
PUR002971,CUST2971,Amazon,4390,4,5490,Shoes,4,Medium,0.24,UPI,Medium,Yes
PUR002972,CUST2972,Flipkart,2940,2,3440,Jerseys,2,High,0.50,Debit Card,Low,No
PUR002973,CUST2973,Brand Website,8390,10,10590,Full Kits,8,Low,0.05,Credit Card,High,Yes
PUR002974,CUST2974,Local Store,2210,1,2510,Accessories,1,Medium,0.37,Cash on Delivery,Low,No
PUR002975,CUST2975,Amazon,5610,6,6910,Bats,5,Medium,0.16,UPI,Medium,Yes
PUR002976,CUST2976,Brand Website,7670,9,9570,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002977,CUST2977,Flipkart,3370,3,4070,Gloves,3,High,0.44,Debit Card,Medium,No
PUR002978,CUST2978,Amazon,4970,5,6170,Shoes,4,Medium,0.22,UPI,Medium,Yes
PUR002979,CUST2979,Local Store,2490,1,2790,Accessories,1,High,0.61,Cash on Delivery,Low,No
PUR002980,CUST2980,Brand Website,6820,8,8620,Full Kits,6,Low,0.09,Credit Card,High,Yes
PUR002981,CUST2981,Amazon,4550,5,5650,Bats,4,Medium,0.21,UPI,Medium,Yes
PUR002982,CUST2982,Flipkart,3010,2,3510,Jerseys,2,High,0.54,Debit Card,Low,No
PUR002983,CUST2983,Brand Website,8050,10,10250,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR002984,CUST2984,Local Store,2180,1,2430,Accessories,1,Medium,0.35,Cash on Delivery,Low,No
PUR002985,CUST2985,Amazon,5430,6,6730,Shoes,5,Medium,0.19,UPI,Medium,Yes
PUR002986,CUST2986,Brand Website,7430,9,9330,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002987,CUST2987,Flipkart,3520,3,4220,Gloves,3,High,0.47,Debit Card,Medium,No
PUR002988,CUST2988,Amazon,4770,5,5970,Bats,4,Medium,0.20,UPI,Medium,Yes
PUR002989,CUST2989,Local Store,2390,1,2690,Accessories,1,High,0.58,Cash on Delivery,Low,No
PUR002990,CUST2990,Brand Website,6990,8,8790,Full Kits,6,Low,0.07,Credit Card,High,Yes
PUR002991,CUST2991,Amazon,4400,4,5500,Shoes,4,Medium,0.24,UPI,Medium,Yes
PUR002992,CUST2992,Flipkart,2950,2,3450,Jerseys,2,High,0.50,Debit Card,Low,No
PUR002993,CUST2993,Brand Website,8400,10,10600,Full Kits,8,Low,0.05,Credit Card,High,Yes
PUR002994,CUST2994,Local Store,2220,1,2520,Accessories,1,Medium,0.37,Cash on Delivery,Low,No
PUR002995,CUST2995,Amazon,5620,6,6920,Bats,5,Medium,0.16,UPI,Medium,Yes
PUR002996,CUST2996,Brand Website,7680,9,9580,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002997,CUST2997,Flipkart,3380,3,4080,Gloves,3,High,0.44,Debit Card,Medium,No
PUR002998,CUST2998,Amazon,4980,5,6180,Shoes,4,Medium,0.22,UPI,Medium,Yes
PUR002999,CUST2999,Local Store,2500,1,2800,Accessories,1,High,0.61,Cash on Delivery,Low,No
PUR003000,CUST3000,Brand Website,6830,8,8630,Full Kits,6,Low,0.09,Credit Card,High,Yes
PUR003001,CUST3001,Amazon,4560,5,5660,Bats,4,Medium,0.21,UPI,Medium,Yes
PUR003002,CUST3002,Flipkart,3020,2,3520,Jerseys,2,High,0.54,Debit Card,Low,No
PUR003003,CUST3003,Brand Website,8060,10,10260,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR003004,CUST3004,Local Store,2190,1,2440,Accessories,1,Medium,0.35,Cash on Delivery,Low,No
PUR003005,CUST3005,Amazon,5440,6,6740,Shoes,5,Medium,0.19,UPI,Medium,Yes
PUR003006,CUST3006,Brand Website,7440,9,9340,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR003007,CUST3007,Flipkart,3530,3,4230,Gloves,3,High,0.47,Debit Card,Medium,No
PUR003008,CUST3008,Amazon,4780,5,5980,Bats,4,Medium,0.20,UPI,Medium,Yes
PUR003009,CUST3009,Local Store,2400,1,2700,Accessories,1,High,0.58,Cash on Delivery,Low,No
PUR003010,CUST3010,Brand Website,7000,8,8800,Full Kits,6,Low,0.07,Credit Card,High,Yes
PUR003011,CUST3011,Amazon,4410,4,5510,Shoes,4,Medium,0.24,UPI,Medium,Yes
PUR003012,CUST3012,Flipkart,2960,2,3460,Jerseys,2,High,0.50,Debit Card,Low,No
PUR003013,CUST3013,Brand Website,8410,10,10610,Full Kits,8,Low,0.05,Credit Card,High,Yes
PUR003014,CUST3014,Local Store,2230,1,2530,Accessories,1,Medium,0.37,Cash on Delivery,Low,No
PUR003015,CUST3015,Amazon,5630,6,6930,Bats,5,Medium,0.16,UPI,Medium,Yes
PUR003016,CUST3016,Brand Website,7690,9,9590,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR003017,CUST3017,Flipkart,3390,3,4090,Gloves,3,High,0.44,Debit Card,Medium,No
PUR003018,CUST3018,Amazon,4990,5,6190,Shoes,4,Medium,0.22,UPI,Medium,Yes
PUR003019,CUST3019,Local Store,2510,1,2810,Accessories,1,High,0.61,Cash on Delivery,Low,No
PUR003020,CUST3020,Brand Website,6840,8,8640,Full Kits,6,Low,0.09,Credit Card,High,Yes
PUR003021,CUST3021,Amazon,4570,5,5670,Bats,4,Medium,0.21,UPI,Medium,Yes
PUR003022,CUST3022,Flipkart,3030,2,3530,Jerseys,2,High,0.54,Debit Card,Low,No
PUR003023,CUST3023,Brand Website,8070,10,10270,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR003024,CUST3024,Local Store,2200,1,2450,Accessories,1,Medium,0.35,Cash on Delivery,Low,No
PUR003025,CUST3025,Amazon,5450,6,6750,Shoes,5,Medium,0.19,UPI,Medium,Yes
PUR003026,CUST3026,Brand Website,7450,9,9350,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR003027,CUST3027,Flipkart,3540,3,4240,Gloves,3,High,0.47,Debit Card,Medium,No
PUR003028,CUST3028,Amazon,4790,5,5990,Bats,4,Medium,0.20,UPI,Medium,Yes
PUR003029,CUST3029,Local Store,2410,1,2710,Accessories,1,High,0.58,Cash on Delivery,Low,No
PUR003030,CUST3030,Brand Website,7010,8,8810,Full Kits,6,Low,0.07,Credit Card,High,Yes
PUR003031,CUST3031,Amazon,4420,4,5520,Shoes,4,Medium,0.24,UPI,Medium,Yes
PUR003032,CUST3032,Flipkart,2970,2,3470,Jerseys,2,High,0.50,Debit Card,Low,No
PUR003033,CUST3033,Brand Website,8420,10,10620,Full Kits,8,Low,0.05,Credit Card,High,Yes
PUR003034,CUST3034,Local Store,2240,1,2540,Accessories,1,Medium,0.37,Cash on Delivery,Low,No
PUR003035,CUST3035,Amazon,5640,6,6940,Bats,5,Medium,0.16,UPI,Medium,Yes
PUR003036,CUST3036,Brand Website,7700,9,9600,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR003037,CUST3037,Flipkart,3400,3,4100,Gloves,3,High,0.44,Debit Card,Medium,No
PUR003038,CUST3038,Amazon,5000,5,6200,Shoes,4,Medium,0.22,UPI,Medium,Yes
PUR003039,CUST3039,Local Store,2520,1,2820,Accessories,1,High,0.61,Cash on Delivery,Low,No
PUR003040,CUST3040,Brand Website,6850,8,8650,Full Kits,6,Low,0.09,Credit Card,High,Yes
PUR003041,CUST3041,Amazon,4580,5,5680,Bats,4,Medium,0.21,UPI,Medium,Yes
PUR003042,CUST3042,Flipkart,3040,2,3540,Jerseys,2,High,0.54,Debit Card,Low,No
PUR003043,CUST3043,Brand Website,8080,10,10280,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR003044,CUST3044,Local Store,2210,1,2460,Accessories,1,Medium,0.35,Cash on Delivery,Low,No
PUR003045,CUST3045,Amazon,5460,6,6760,Shoes,5,Medium,0.19,UPI,Medium,Yes
PUR003046,CUST3046,Brand Website,7460,9,9360,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR003047,CUST3047,Flipkart,3550,3,4250,Gloves,3,High,0.47,Debit Card,Medium,No
PUR003048,CUST3048,Amazon,4800,5,6000,Bats,4,Medium,0.20,UPI,Medium,Yes
PUR003049,CUST3049,Local Store,2420,1,2720,Accessories,1,High,0.58,Cash on Delivery,Low,No
PUR003050,CUST3050,Brand Website,7020,8,8820,Full Kits,6,Low,0.07,Credit Card,High,Yes
PUR003051,CUST3051,Amazon,4430,4,5530,Shoes,4,Medium,0.24,UPI,Medium,Yes
PUR003052,CUST3052,Flipkart,2980,2,3480,Jerseys,2,High,0.50,Debit Card,Low,No
PUR003053,CUST3053,Brand Website,8430,10,10630,Full Kits,8,Low,0.05,Credit Card,High,Yes
PUR003054,CUST3054,Local Store,2250,1,2550,Accessories,1,Medium,0.37,Cash on Delivery,Low,No
PUR003055,CUST3055,Amazon,5650,6,6950,Bats,5,Medium,0.16,UPI,Medium,Yes
PUR003056,CUST3056,Brand Website,7710,9,9610,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR003057,CUST3057,Flipkart,3410,3,4110,Gloves,3,High,0.44,Debit Card,Medium,No
PUR003058,CUST3058,Amazon,5010,5,6210,Shoes,4,Medium,0.22,UPI,Medium,Yes
PUR003059,CUST3059,Local Store,2530,1,2830,Accessories,1,High,0.61,Cash on Delivery,Low,No
PUR003060,CUST3060,Brand Website,6860,8,8660,Full Kits,6,Low,0.09,Credit Card,High,Yes
PUR003061,CUST3061,Amazon,4590,5,5690,Bats,4,Medium,0.21,UPI,Medium,Yes
PUR003062,CUST3062,Flipkart,3050,2,3550,Jerseys,2,High,0.54,Debit Card,Low,No
PUR003063,CUST3063,Brand Website,8090,10,10290,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR003064,CUST3064,Local Store,2220,1,2470,Accessories,1,Medium,0.35,Cash on Delivery,Low,No
PUR003065,CUST3065,Amazon,5470,6,6770,Shoes,5,Medium,0.19,UPI,Medium,Yes
PUR003066,CUST3066,Brand Website,7470,9,9370,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR003067,CUST3067,Flipkart,3560,3,4260,Gloves,3,High,0.47,Debit Card,Medium,No
PUR003068,CUST3068,Amazon,4810,5,6010,Bats,4,Medium,0.20,UPI,Medium,Yes
PUR003069,CUST3069,Local Store,2430,1,2730,Accessories,1,High,0.58,Cash on Delivery,Low,No
PUR003070,CUST3070,Brand Website,7030,8,8830,Full Kits,6,Low,0.07,Credit Card,High,Yes
PUR003071,CUST3071,Amazon,4440,4,5540,Shoes,4,Medium,0.24,UPI,Medium,Yes
PUR003072,CUST3072,Flipkart,2990,2,3490,Jerseys,2,High,0.50,Debit Card,Low,No
PUR003073,CUST3073,Brand Website,8440,10,10640,Full Kits,8,Low,0.05,Credit Card,High,Yes
PUR003074,CUST3074,Local Store,2260,1,2560,Accessories,1,Medium,0.37,Cash on Delivery,Low,No
PUR003075,CUST3075,Amazon,5660,6,6960,Bats,5,Medium,0.16,UPI,Medium,Yes
PUR003076,CUST3076,Brand Website,7720,9,9620,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR003077,CUST3077,Flipkart,3420,3,4120,Gloves,3,High,0.44,Debit Card,Medium,No
PUR003078,CUST3078,Amazon,5020,5,6220,Shoes,4,Medium,0.22,UPI,Medium,Yes
PUR003079,CUST3079,Local Store,2540,1,2840,Accessories,1,High,0.61,Cash on Delivery,Low,No
PUR003080,CUST3080,Brand Website,6870,8,8670,Full Kits,6,Low,0.09,Credit Card,High,Yes
PUR003081,CUST3081,Amazon,4600,5,5700,Bats,4,Medium,0.21,UPI,Medium,Yes
PUR003082,CUST3082,Flipkart,3060,2,3560,Jerseys,2,High,0.54,Debit Card,Low,No
PUR003083,CUST3083,Brand Website,8100,10,10300,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR003084,CUST3084,Local Store,2230,1,2480,Accessories,1,Medium,0.35,Cash on Delivery,Low,No
PUR003085,CUST3085,Amazon,5480,6,6780,Shoes,5,Medium,0.19,UPI,Medium,Yes
PUR003086,CUST3086,Brand Website,7480,9,9380,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR003087,CUST3087,Flipkart,3570,3,4270,Gloves,3,High,0.47,Debit Card,Medium,No
PUR003088,CUST3088,Amazon,4820,5,6020,Bats,4,Medium,0.20,UPI,Medium,Yes
PUR003089,CUST3089,Local Store,2440,1,2740,Accessories,1,High,0.58,Cash on Delivery,Low,No
PUR003090,CUST3090,Brand Website,7040,8,8840,Full Kits,6,Low,0.07,Credit Card,High,Yes
PUR003091,CUST3091,Amazon,4450,4,5550,Shoes,4,Medium,0.24,UPI,Medium,Yes
PUR003092,CUST3092,Flipkart,3000,2,3500,Jerseys,2,High,0.50,Debit Card,Low,No
PUR003093,CUST3093,Brand Website,8450,10,10650,Full Kits,8,Low,0.05,Credit Card,High,Yes
PUR003094,CUST3094,Local Store,2270,1,2570,Accessories,1,Medium,0.37,Cash on Delivery,Low,No
PUR003095,CUST3095,Amazon,5670,6,6970,Bats,5,Medium,0.16,UPI,Medium,Yes
PUR003096,CUST3096,Brand Website,7730,9,9630,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR003097,CUST3097,Flipkart,3430,3,4130,Gloves,3,High,0.44,Debit Card,Medium,No
PUR003098,CUST3098,Amazon,5030,5,6230,Shoes,4,Medium,0.22,UPI,Medium,Yes
PUR003099,CUST3099,Local Store,2550,1,2850,Accessories,1,High,0.61,Cash on Delivery,Low,No
PUR003100,CUST3100,Brand Website,6880,8,8680,Full Kits,6,Low,0.09,Credit Card,High,Yes
PUR003101,CUST3101,Amazon,4610,5,5710,Bats,4,Medium,0.21,UPI,Medium,Yes
PUR003102,CUST3102,Flipkart,3070,2,3570,Jerseys,2,High,0.54,Debit Card,Low,No
PUR003103,CUST3103,Brand Website,8110,10,10310,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR003104,CUST3104,Local Store,2240,1,2490,Accessories,1,Medium,0.35,Cash on Delivery,Low,No
PUR003105,CUST3105,Amazon,5490,6,6790,Shoes,5,Medium,0.19,UPI,Medium,Yes
